"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"90-94 years"	"90-94"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	182709	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	178526	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	182596	Not Applicable	Not Applicable
"Total"	"90-94 years"	"90-94"	"Female"	"F"	"White"	"2106-3"			3001854	Not Applicable	Not Applicable
"Total"	"90-94 years"	"90-94"	"Female"	"F"					3224507	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	4167	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	4249	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	4292	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	4455	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	4311	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	4520	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	4417	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	4411	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	4421	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	4348	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	4435	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	4698	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	4818	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	5182	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	5597	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	5688	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	5963	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	6187	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	6311	Not Applicable	Not Applicable
"Total"	"90-94 years"	"90-94"	"Male"	"M"	"Black or African American"	"2054-5"			92470	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	57211	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	59009	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	60027	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	63038	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	64481	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	64196	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	69060	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	69431	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	71426	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	76157	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	76423	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	81806	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	87243	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	91564	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	95593	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	98836	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	103534	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	103924	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	107498	Not Applicable	Not Applicable
"Total"	"90-94 years"	"90-94"	"Male"	"M"	"White"	"2106-3"			1500457	Not Applicable	Not Applicable
"Total"	"90-94 years"	"90-94"	"Male"	"M"					1592927	Not Applicable	Not Applicable
"Total"	"90-94 years"	"90-94"							4817434	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	4819	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	4875	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	5038	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	5124	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	5072	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	4908	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	5308	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	5188	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	5357	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	5572	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	5553	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	5838	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	5786	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	5942	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	5861	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	5937	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	6500	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	6557	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	7014	Not Applicable	Not Applicable
"Total"	"95-99 years"	"95-99"	"Female"	"F"	"Black or African American"	"2054-5"			106249	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	59813	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	60543	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	61546	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	62909	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	64580	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	61930	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	65574	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	64963	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	66057	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	69783	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	67052	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	71517	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	74893	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	75742	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	78239	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	78293	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	83832	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	85514	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	91195	Not Applicable	Not Applicable
"Total"	"95-99 years"	"95-99"	"Female"	"F"	"White"	"2106-3"			1343975	Not Applicable	Not Applicable
"Total"	"95-99 years"	"95-99"	"Female"	"F"					1450224	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	1462	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	1532	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	1428	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	1454	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	1445	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	1412	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	1487	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	1429	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	1420	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	1508	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	1508	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	1529	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	1502	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	1647	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	1579	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	1809	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	1942	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	2052	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	2208	Not Applicable	Not Applicable
"Total"	"95-99 years"	"95-99"	"Male"	"M"	"Black or African American"	"2054-5"			30353	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	16329	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	16624	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	16916	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	17634	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	17945	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	17919	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	18939	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	19209	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	20093	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	21178	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	22002	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	23751	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	25154	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	26937	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	28292	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	29475	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	32147	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	33629	Not Applicable	Not Applicable
	"95-99 years"	"95-99"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	36562	Not Applicable	Not Applicable
"Total"	"95-99 years"	"95-99"	"Male"	"M"	"White"	"2106-3"			440735	Not Applicable	Not Applicable
"Total"	"95-99 years"	"95-99"	"Male"	"M"					471088	Not Applicable	Not Applicable
"Total"	"95-99 years"	"95-99"							1921312	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	1546	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	1681	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	1739	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	1683	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	1862	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	1685	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	1805	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	1738	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	1759	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	1882	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	1827	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	1846	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	1887	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	1960	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	2175	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	2157	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	2236	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	2190	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	2354	Not Applicable	Not Applicable
"Total"	"100+ years"	"100+"	"Female"	"F"	"Black or African American"	"2054-5"			36012	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	13349	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	13702	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	13643	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	13986	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	14211	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	13605	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	14295	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	14197	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	14573	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	15401	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	14891	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	16052	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	16813	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	17446	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	18008	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	18677	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	19731	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	19971	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	20816	Not Applicable	Not Applicable
"Total"	"100+ years"	"100+"	"Female"	"F"	"White"	"2106-3"			303367	Not Applicable	Not Applicable
"Total"	"100+ years"	"100+"	"Female"	"F"					339379	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	311	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	351	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	380	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	383	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	341	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	363	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	337	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	321	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	354	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	355	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	328	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	334	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	309	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	349	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	324	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	376	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	391	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	402	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	392	Not Applicable	Not Applicable
"Total"	"100+ years"	"100+"	"Male"	"M"	"Black or African American"	"2054-5"			6701	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	2471	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	2455	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	2425	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	2452	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	2556	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	2536	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	2543	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	2647	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	2695	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	2855	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	2922	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	3117	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	3290	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	3566	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	3846	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	4002	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	4318	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	4413	Not Applicable	Not Applicable
	"100+ years"	"100+"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	4788	Not Applicable	Not Applicable
"Total"	"100+ years"	"100+"	"Male"	"M"	"White"	"2106-3"			59897	Not Applicable	Not Applicable
"Total"	"100+ years"	"100+"	"Male"	"M"					66598	Not Applicable	Not Applicable
"Total"	"100+ years"	"100+"							405977	Not Applicable	Not Applicable
"Total"									45935476	5031955253	912.875
"---"
"Dataset: Underlying Cause of Death, 1999-2017"
"Query Parameters:"
"Five-Year Age Groups: 5-9 years; 10-14 years; 15-19 years; 20-24 years; 25-29 years; 30-34 years; 35-39 years; 40-44 years;"
"45-49 years; 50-54 years; 55-59 years; 60-64 years ; 65-69 years; 70-74 years; 75-79 years; 80-84 years; 85-89 years; 90-94"
"years; 95-99 years; 100+ years"
"Race: Black or African American; White"
"Group By: Five-Year Age Groups; Gender; Race; Year"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jul 12, 2019 6:10:14 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Jul 12, 2019 6:10:14 PM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Ages 85-100."
